,age,education-num,marital-status,relationship,race,sex,capital-gain,capital-loss,hours-per-week,country,employment_type,salary
10368,49,10,1,3,0,0,0,0,45,1,1,0
10369,38,9,0,4,0,1,0,0,45,1,1,1
10370,38,10,0,2,0,1,0,0,50,1,1,1
10371,37,10,0,2,0,1,0,0,52,1,1,1
10372,24,10,1,3,0,1,0,0,30,1,1,1
10373,27,10,1,3,0,1,0,0,50,1,2,1
10374,25,5,1,0,2,0,0,0,40,0,1,1
10375,29,9,0,2,0,1,0,0,50,1,1,1
10376,46,9,0,2,0,1,0,0,70,1,1,1
10377,44,9,0,2,0,1,0,0,96,1,2,1
10378,26,13,1,3,2,0,0,0,40,0,1,1
10379,46,12,0,2,0,1,0,0,49,1,0,0
10380,38,10,1,0,0,1,0,0,40,1,1,1
10381,38,10,0,2,0,1,0,0,40,1,1,1
10382,22,13,0,2,0,1,0,0,20,1,0,1
10383,33,10,1,3,0,1,0,0,40,1,1,1
10384,50,12,1,3,2,1,0,0,40,1,1,1
10385,31,9,0,2,0,1,0,0,41,1,0,0
10386,26,10,1,3,0,0,0,0,4,0,2,1
10387,42,10,0,2,0,1,0,0,38,1,1,1
10388,27,9,0,2,0,1,0,0,40,1,1,1
10389,34,14,0,2,0,1,0,0,45,1,1,0
10390,64,9,0,2,0,1,0,0,40,1,1,1
10391,43,10,0,2,0,1,0,0,40,1,1,1
10392,39,9,0,2,0,1,0,0,40,1,1,1
10393,47,15,1,3,0,1,0,0,40,1,2,0
10394,56,14,1,3,0,1,0,0,66,1,1,1
10395,25,14,1,4,0,1,0,0,20,1,0,1
10396,60,13,1,3,0,0,0,0,35,1,0,1
10397,52,9,0,2,0,1,0,0,44,1,1,1
10398,43,9,1,3,0,1,1,0,16,1,1,1
10399,46,13,1,0,2,0,0,0,40,0,1,1
10400,19,10,1,4,0,0,0,0,30,1,1,1
10401,56,4,1,0,3,0,0,0,20,1,1,1
10402,22,13,1,3,0,1,0,0,40,1,1,1
10404,39,3,1,0,3,0,0,0,30,0,1,1
10405,28,10,1,3,0,1,0,0,40,1,1,1
10406,31,13,0,2,0,1,0,0,50,1,1,0
10407,22,9,1,4,0,0,0,0,35,1,1,1
10409,39,13,0,2,0,1,0,0,40,1,1,0
10410,28,7,1,3,0,1,0,0,40,0,2,1
10412,31,9,1,0,0,0,0,0,35,0,1,1
10413,50,13,0,2,0,1,0,0,40,1,1,1
10414,34,9,0,2,0,1,1,0,46,1,1,1
10415,48,9,0,1,0,0,0,0,40,0,1,0
10416,51,13,1,3,0,0,0,0,40,1,1,1
10417,54,9,0,2,0,1,0,0,40,1,1,1
10418,44,11,1,3,0,1,0,0,40,1,1,1
10419,20,10,1,4,3,0,0,0,20,1,1,1
10420,37,9,0,2,3,1,0,0,40,1,1,1
10421,38,10,0,2,0,1,0,0,40,1,1,1
10422,59,12,0,2,3,1,0,0,40,1,0,1
10423,59,13,0,2,0,1,0,0,50,1,2,1
10424,51,10,1,3,0,1,0,0,48,1,1,0
10426,29,10,0,2,0,1,0,0,40,1,1,1
10427,37,10,1,3,0,0,0,0,40,1,1,1
10428,42,6,0,2,0,1,0,0,35,1,1,1
10429,28,13,0,2,0,1,0,0,50,1,2,0
10430,34,9,1,4,0,0,0,0,40,1,1,1
10431,50,13,0,2,0,1,0,0,40,0,2,0
10432,22,9,1,4,0,1,0,0,24,1,2,1
10433,27,9,1,3,0,0,0,0,52,1,1,1
10434,45,15,1,0,0,0,0,0,43,1,0,1
10435,39,9,1,0,3,0,0,0,38,1,1,1
10436,25,13,1,3,0,0,0,0,35,1,0,1
10438,24,13,0,2,0,1,0,0,40,1,2,0
10439,18,9,1,3,0,0,0,0,30,1,1,1
10441,23,8,1,0,3,1,0,0,38,1,1,1
10442,20,3,1,5,0,1,0,0,40,0,1,1
10443,17,6,1,4,0,0,0,0,24,1,2,1
10444,63,13,0,2,0,1,0,0,40,1,2,0
10445,28,13,0,2,0,1,0,0,65,1,0,0
10446,51,13,0,2,0,1,0,0,50,1,0,0
10447,29,13,1,3,0,0,1,0,45,1,1,1
10448,64,10,1,0,0,0,0,0,12,1,1,1
10449,17,6,1,4,0,1,0,0,25,1,1,1
10450,45,10,1,0,3,0,1,0,35,1,0,1
10451,18,8,1,4,3,1,0,0,20,1,1,1
10452,31,9,1,4,0,0,0,0,40,1,0,1
10453,48,13,1,4,0,1,0,0,50,1,2,0
10454,41,10,1,3,0,0,0,0,45,1,1,1
10455,65,15,0,2,0,1,1,0,60,1,1,0
10456,27,11,1,3,0,1,0,0,40,1,1,1
10457,39,11,0,2,0,1,0,0,40,1,1,1
10458,51,10,1,3,0,1,0,0,8,0,2,0
10459,49,14,0,2,0,1,0,0,45,1,1,0
10461,36,13,0,2,0,1,0,1,45,1,1,0
10462,25,9,1,3,3,0,0,0,40,1,1,1
10463,41,10,1,0,3,0,0,0,37,1,1,1
10464,31,5,1,3,0,0,0,0,40,1,1,1
10465,63,7,0,2,0,1,1,0,37,1,1,0
10466,50,13,1,3,0,0,0,0,40,1,0,1
10467,63,10,1,3,0,1,0,0,40,1,1,1
10468,44,14,1,4,0,1,0,0,99,1,2,1
10469,48,9,1,3,0,1,0,0,65,1,1,1
10470,51,10,0,2,0,1,0,0,50,1,2,1
10471,18,9,1,4,0,0,0,0,15,1,1,1
10472,23,10,1,4,0,1,0,0,25,1,1,1
10473,31,9,0,2,0,1,1,0,40,1,1,1
10474,38,9,0,2,0,1,0,0,40,1,1,1
10476,56,10,0,2,0,1,0,0,60,1,1,0
10477,31,4,1,0,0,1,0,0,20,1,1,1
10478,46,10,0,2,0,1,0,0,40,1,1,1
10479,39,14,0,2,0,1,0,0,50,1,1,0
10480,56,9,0,2,2,1,0,0,40,0,0,1
10481,31,9,1,0,0,0,0,0,40,1,1,1
10482,42,13,0,2,0,1,0,1,40,1,2,0
10483,53,9,0,2,0,1,0,0,35,1,1,0
10484,18,7,1,4,0,0,0,0,15,1,1,1
10487,27,9,0,2,0,1,0,1,45,1,1,0
10488,31,13,1,3,0,1,0,0,40,1,1,1
10489,52,14,0,2,0,1,1,0,40,1,0,1
10490,46,9,0,2,0,1,0,0,40,1,1,1
10491,30,10,1,3,0,1,0,0,24,1,1,1
10492,26,13,1,3,0,0,0,0,40,1,1,1
10493,48,14,0,2,0,1,0,0,50,1,0,0
10494,37,10,0,2,0,1,0,0,40,1,1,0
10495,29,5,0,2,0,1,0,0,40,1,1,1
10496,49,9,0,2,0,1,1,0,55,1,1,0
10497,24,9,1,3,0,1,0,0,40,1,1,1
10498,74,9,0,2,0,1,0,1,20,1,2,1
10499,56,3,0,2,0,1,0,1,67,1,2,0
10500,39,13,1,3,0,1,0,1,40,1,0,1
10501,21,9,1,4,0,1,0,0,40,1,1,1
10502,29,13,1,3,0,0,0,1,45,1,1,0
10503,43,9,1,0,0,1,0,0,45,1,2,1
10504,23,13,1,3,0,0,1,0,40,1,1,1
10505,26,9,1,3,0,0,0,0,50,1,1,1
10506,47,9,0,2,0,1,0,0,60,1,1,1
10507,27,9,0,2,0,1,0,0,55,1,1,1
10508,45,9,0,2,0,1,0,0,45,1,1,0
10509,30,9,1,4,0,1,0,0,70,1,1,1
10510,35,10,0,1,0,0,1,0,20,1,1,0
10511,33,9,0,2,0,1,0,0,40,1,1,1
10512,37,9,0,2,0,1,0,0,40,1,1,0
10513,21,9,1,4,0,1,0,0,20,1,1,1
10514,42,9,0,2,0,1,0,0,40,1,1,1
10515,48,9,0,2,0,1,0,0,36,1,0,1
10516,46,9,1,3,0,0,0,0,48,1,1,1
10517,36,3,1,3,0,0,0,0,40,1,1,1
10518,54,9,1,3,0,1,0,0,40,1,1,1
10519,25,9,0,1,0,0,0,0,40,1,1,1
10520,26,9,1,0,0,0,0,0,25,1,0,1
10521,36,9,0,2,0,1,0,0,57,1,2,1
10522,56,13,1,3,0,1,0,0,20,1,2,1
10523,37,9,0,2,0,1,0,0,40,1,1,1
10524,26,13,1,3,0,0,0,0,40,1,1,0
10525,23,13,1,4,0,0,0,0,25,1,1,1
10526,23,13,1,3,0,0,0,0,40,1,0,1
10527,41,13,1,3,0,1,0,0,40,1,0,1
10528,55,13,0,2,0,1,0,0,50,1,1,0
10529,39,13,0,2,0,1,0,0,40,1,1,0
10530,67,12,0,2,0,1,0,0,35,1,0,1
10531,60,9,1,3,0,0,0,0,50,1,1,1
10532,54,9,1,0,0,0,0,0,40,1,1,1
10533,38,14,0,2,0,1,0,0,40,0,1,0
10534,47,10,0,2,2,1,1,0,40,0,1,0
10535,49,13,0,2,0,1,0,0,42,1,0,0
10536,19,9,1,4,0,0,0,0,24,1,1,1
10537,20,10,1,0,0,1,0,0,40,1,1,1
10538,66,9,1,5,0,0,0,0,35,1,1,1
10540,51,14,0,2,0,1,0,0,42,1,2,0
10541,19,10,1,3,0,1,0,0,40,1,1,1
10542,36,10,1,0,0,0,0,0,40,1,1,1
10543,33,9,0,2,0,1,0,0,60,1,1,0
10544,41,13,1,3,0,1,0,1,56,1,1,1
10545,90,9,0,2,0,1,1,0,50,0,1,0
10547,36,9,1,3,0,0,0,0,40,1,1,1
10548,30,15,1,4,0,1,0,0,55,1,1,1
10549,35,10,1,3,0,1,0,0,40,0,1,1
10550,46,14,0,2,0,1,0,0,45,1,1,0
10551,38,9,1,5,0,1,0,0,40,1,1,1
10552,24,13,0,2,0,1,0,0,40,1,1,1
10553,40,13,0,1,0,0,0,0,40,0,1,1
10554,49,4,0,2,0,1,0,0,40,1,1,1
10555,19,9,1,4,3,1,0,0,30,1,1,1
10556,77,10,1,3,0,0,0,0,20,1,1,1
10557,46,9,0,2,0,1,0,0,56,1,1,0
10558,41,10,1,3,3,1,0,0,40,1,1,1
10559,28,2,1,0,0,1,0,0,77,0,1,1
10560,21,9,0,2,0,1,0,0,40,1,1,1
10561,24,8,1,4,3,1,0,0,40,1,1,1
10562,36,9,0,2,3,1,0,0,45,1,1,1
10563,23,10,1,4,0,1,0,0,25,1,0,1
10564,38,9,0,2,0,1,0,1,40,1,0,1
10565,29,9,0,2,0,1,0,0,40,1,2,1
10566,38,10,0,5,0,1,0,0,50,1,1,0
10567,47,13,1,0,3,1,0,0,40,1,0,0
10568,39,14,1,3,0,0,0,0,40,1,0,1
10569,40,13,0,2,0,1,0,0,48,1,0,1
10571,32,9,1,4,2,0,0,0,40,1,1,1
10572,23,9,1,4,0,1,0,0,40,1,1,1
10573,44,9,0,2,0,1,0,0,40,1,0,1
10575,70,13,1,0,0,0,0,0,20,0,1,1
10576,51,14,0,2,0,1,0,1,40,1,1,0
10577,66,5,1,3,3,0,0,0,30,1,1,1
10578,57,10,0,2,0,1,0,0,40,1,2,1
10579,36,10,0,2,0,1,0,0,40,1,1,0
10580,48,13,1,3,0,1,0,0,60,1,2,0
10582,51,14,0,1,0,0,0,0,40,1,1,0
10583,43,13,0,2,0,1,0,0,50,1,1,0
10584,27,9,0,2,0,1,0,0,60,1,1,1
10585,32,13,1,4,0,0,0,0,40,1,1,1
10586,20,10,1,4,0,0,0,0,35,1,1,1
10587,33,10,1,3,0,0,0,0,40,1,1,1
10588,19,10,1,3,0,1,0,0,40,1,1,1
10589,32,10,0,2,0,1,0,0,60,1,0,0
10590,35,15,1,3,2,1,0,0,40,0,1,0
10591,26,9,0,2,0,1,1,0,60,1,1,1
10592,39,9,1,0,0,0,0,0,60,1,1,1
10593,24,13,1,4,3,0,0,0,75,1,1,1
10594,45,10,0,2,0,1,0,0,40,1,1,0
10595,20,10,1,4,0,1,0,0,40,1,1,1
10596,49,13,0,5,0,0,0,0,45,1,0,1
10597,35,14,1,3,0,0,0,0,40,1,0,1
10598,30,9,1,3,0,0,0,0,40,1,1,1
10599,23,10,1,4,0,0,0,1,25,1,1,1
10600,33,13,0,2,0,1,0,0,45,1,1,1
10601,35,9,0,2,0,1,0,0,50,1,1,1
10602,31,14,0,2,0,1,0,0,50,1,1,1
10603,20,7,1,3,3,1,0,0,25,1,1,1
10604,44,9,0,2,0,1,0,0,40,1,1,1
10605,33,9,0,2,3,1,0,0,40,1,2,1
10606,50,10,0,2,0,1,0,0,40,1,1,1
10607,25,9,1,0,0,0,0,0,40,0,1,1
10608,28,9,0,2,0,1,0,0,40,1,0,1
10609,60,13,0,2,3,1,0,0,40,1,0,0
10610,38,11,0,2,0,1,0,0,40,1,0,1
10611,38,10,0,2,3,1,0,0,40,1,1,1
10612,57,13,1,3,0,1,0,1,40,1,0,1
10613,50,9,0,2,0,1,0,0,40,1,1,0
10614,39,7,1,0,0,0,0,0,40,1,0,1
10615,69,9,0,2,0,1,1,0,6,1,0,1
10616,51,11,1,3,0,1,0,1,39,1,0,0
10617,42,9,0,2,3,1,0,0,40,1,1,1
10618,53,13,0,2,0,1,0,0,50,1,1,0
10619,37,13,0,2,0,1,0,0,40,1,1,1
10620,37,6,0,2,0,1,0,0,40,1,1,1
10621,38,9,0,2,0,1,1,0,50,1,1,0
10622,20,10,1,4,0,0,0,0,24,1,1,1
10623,38,10,1,0,3,0,0,0,38,1,0,1
10624,52,11,0,2,0,1,0,0,48,0,1,0
10625,48,11,0,2,0,1,0,0,50,1,2,0
10626,30,11,0,2,0,1,0,0,40,1,1,0
10627,37,9,0,2,0,1,0,1,65,1,2,0
10628,47,9,0,2,0,1,0,0,45,1,1,1
10629,33,13,1,0,0,0,0,0,60,0,0,1
10630,33,9,1,3,2,0,0,0,35,0,1,1
10631,20,10,1,4,0,1,0,0,15,1,1,1
10632,41,13,1,3,0,1,0,0,40,1,0,1
10633,32,10,0,2,0,1,0,1,45,1,1,0
10635,36,13,0,1,0,0,0,0,40,1,0,1
10636,46,13,1,3,0,0,0,0,40,1,1,1
10637,45,13,0,2,0,1,0,0,40,1,1,0
10638,18,10,1,4,0,0,0,0,16,1,1,1
10639,62,10,0,2,0,1,0,0,60,1,1,1
10640,33,9,0,2,0,1,0,0,40,1,1,1
10641,42,9,1,0,0,1,0,0,40,1,1,1
10642,18,10,1,4,0,0,0,0,40,1,1,1
10643,32,11,1,0,0,0,0,0,40,1,1,1
10644,43,4,0,2,3,1,0,0,40,1,1,1
10645,20,9,1,0,3,0,0,0,25,1,1,1
10646,50,13,1,3,0,1,0,0,45,1,1,1
10648,36,9,0,2,0,1,0,0,40,1,1,1
10649,22,9,1,4,0,1,0,0,40,1,1,1
10650,30,9,0,2,3,1,0,0,40,1,1,1
10651,33,9,1,3,0,1,0,0,40,1,2,1
10652,43,12,0,2,0,1,0,0,43,1,0,1
10653,38,10,0,2,0,1,0,0,40,1,1,1
10654,34,13,1,3,0,1,0,0,14,1,0,1
10655,40,10,1,0,0,0,0,0,45,1,1,1
10656,40,9,0,2,0,1,0,0,40,1,1,1
10657,41,15,0,2,0,1,0,0,50,1,0,0
10658,57,10,0,2,0,1,0,0,50,1,1,0
10659,65,14,0,2,0,1,0,1,4,0,0,1
10660,52,10,0,2,0,1,0,0,50,1,0,1
10661,59,15,0,2,2,1,1,0,40,0,1,0
10662,18,9,1,4,0,1,1,0,25,1,1,1
10663,48,12,0,2,0,1,0,0,45,1,1,1
10664,45,3,1,0,0,1,0,0,40,1,1,1
10665,24,9,0,2,0,1,0,0,40,1,1,1
10666,27,12,1,3,0,1,0,0,40,1,0,1
10667,40,14,0,2,0,1,1,0,50,1,1,0
10668,44,13,0,2,0,1,1,0,40,1,0,1
10669,24,9,1,4,3,1,0,0,50,1,1,1
10670,71,15,0,2,0,1,0,0,16,1,1,1
10671,17,8,1,4,0,1,0,0,40,1,1,1
10672,57,10,0,2,0,1,1,0,40,1,2,1
10675,33,9,0,2,0,1,0,0,40,1,1,1
10676,41,9,0,2,0,1,0,0,40,1,1,1
10677,25,13,1,4,0,0,0,0,40,1,1,1
10678,42,9,0,2,0,1,0,0,15,1,2,1
10680,34,9,1,3,0,1,0,0,40,1,1,1
10682,27,13,1,3,0,0,0,0,45,1,0,1
10685,24,13,1,4,0,1,0,0,20,1,1,1
10686,23,13,1,4,0,1,0,0,30,1,1,1
10687,33,10,0,2,0,1,0,0,40,1,1,1
10688,58,11,1,3,0,1,1,0,56,1,2,1
10689,25,5,0,2,0,1,0,0,40,1,1,1
10690,44,14,1,3,0,0,0,0,55,1,1,1
10691,53,9,0,2,0,1,0,0,40,1,0,0
10692,38,9,0,1,0,0,0,0,35,1,0,0
10693,36,13,1,3,0,0,0,0,45,1,1,0
10694,25,9,1,3,0,1,0,0,40,1,0,1
10695,54,13,1,0,0,0,0,0,40,1,0,1
10696,31,8,1,0,3,1,0,0,40,1,1,1
10697,18,9,1,4,0,1,0,0,40,1,0,1
10698,40,9,1,3,3,1,0,0,40,1,1,1
10699,26,10,0,1,3,0,0,0,40,1,1,1
10701,33,13,1,3,0,1,1,0,50,1,1,1
10702,22,12,1,3,0,1,0,0,55,1,1,1
10703,50,10,0,2,0,1,0,0,40,1,0,1
10705,44,9,1,3,0,0,0,0,40,1,1,1
10706,37,9,1,0,3,1,0,0,40,1,1,1
10707,34,13,0,2,0,1,0,0,40,1,2,1
10708,45,10,1,3,0,0,0,0,45,1,0,0
10710,25,6,0,4,0,0,0,0,35,1,1,1
10711,20,10,1,0,3,0,0,0,40,1,1,1
10712,46,9,1,3,1,1,0,0,40,1,0,1
10713,26,12,1,4,0,1,0,0,40,1,1,1
10714,45,2,0,1,0,0,0,0,25,0,1,1
10716,57,9,0,2,0,1,0,0,40,1,1,0
10717,28,11,1,3,0,1,0,0,40,1,1,1
10719,36,10,0,2,0,1,1,0,45,1,1,0
10720,32,9,1,3,0,0,0,0,40,1,1,1
10721,29,13,1,3,0,1,0,0,50,1,1,0
10722,36,13,1,0,0,1,0,0,45,1,1,1
10723,19,9,1,4,0,1,0,0,30,1,1,1
10724,27,13,1,0,2,0,0,0,20,0,1,1
10725,48,14,0,2,0,1,0,0,55,1,1,0
10726,49,13,0,2,0,1,0,0,50,1,2,1
10727,55,14,0,2,0,1,0,1,20,1,1,0
10728,61,9,1,3,0,0,0,0,82,1,1,1
10729,42,10,0,2,0,1,1,0,40,1,0,0
10730,42,12,1,3,0,0,0,0,40,1,0,1
10731,30,11,0,2,0,1,0,0,40,1,0,1
10732,32,9,0,2,0,1,0,0,40,1,2,1
10733,37,10,0,2,0,1,0,0,40,1,1,0
10734,35,10,0,2,0,1,0,0,45,1,1,1
10735,30,11,1,3,0,0,0,0,40,1,1,1
10736,30,15,0,2,2,1,0,0,20,0,1,0
10737,55,10,0,2,0,1,0,0,70,1,1,0
10738,36,10,0,2,0,1,0,0,40,1,1,1
10739,33,9,1,4,0,1,0,0,48,1,1,1
10740,56,13,0,2,0,1,0,0,40,1,0,0
10741,26,11,0,2,0,1,0,1,40,1,1,1
10742,37,9,0,2,0,1,0,0,40,1,1,1
10743,28,9,1,4,0,1,0,0,60,1,1,1
10744,38,9,0,2,0,1,0,0,50,1,1,1
10747,48,10,1,0,0,0,0,0,43,1,1,1
10748,35,12,0,2,0,1,0,0,40,1,1,1
10749,39,13,0,2,0,1,0,0,40,1,0,1
10750,64,9,0,2,0,1,0,0,40,1,1,1
10751,22,9,1,0,3,0,0,0,40,1,1,1
10752,45,13,0,2,0,1,0,0,40,1,0,0
10753,27,3,0,2,0,1,0,0,40,0,1,1
10754,43,9,1,0,0,0,0,0,50,1,0,0
10755,23,10,1,4,0,0,0,0,37,1,1,1
10756,25,6,1,4,3,1,0,1,40,1,1,1
10757,39,14,0,2,0,1,0,0,50,1,1,0
10758,63,9,0,1,0,0,0,0,35,1,1,1
10759,37,15,0,2,0,1,0,0,40,1,1,0
10760,26,9,0,2,4,1,0,0,40,1,0,1
10761,33,13,1,3,0,1,0,0,40,0,1,1
10763,28,10,1,3,0,0,0,0,40,1,1,1
10764,20,10,1,4,0,0,0,0,20,1,1,1
10765,34,9,0,1,0,0,0,0,20,1,1,1
10766,34,10,0,2,0,1,0,0,40,1,1,1
10767,41,9,0,2,0,1,0,0,40,1,1,0
10768,38,10,0,2,0,1,0,0,50,1,1,0
10769,36,13,0,2,0,1,1,0,40,1,1,0
10770,38,10,0,2,2,1,0,0,40,0,1,1
10771,46,13,0,2,0,1,1,0,72,1,2,0
10772,43,13,0,1,2,0,0,0,60,0,2,1
10773,49,10,1,0,0,0,0,0,30,1,1,1
10774,26,13,1,4,0,0,0,0,35,1,0,1
10775,28,9,1,3,0,0,0,0,35,1,1,1
10776,54,9,0,2,0,1,0,0,40,1,2,0
10778,24,10,1,4,0,1,0,0,50,1,1,1
10779,23,10,1,4,0,1,0,0,30,1,1,1
10780,55,9,1,3,0,0,0,0,40,1,0,1
10781,58,5,1,3,0,1,0,0,40,1,2,1
10783,19,6,1,5,3,0,0,0,20,1,1,1
10785,45,10,1,3,0,1,0,0,52,1,1,1
10786,30,10,0,2,0,1,0,0,45,1,1,0
10787,76,9,1,0,0,0,0,0,33,1,1,1
10788,47,9,1,0,0,0,0,0,40,1,1,1
10789,34,10,1,3,0,1,1,0,40,1,1,1
10790,40,10,0,1,0,0,0,0,35,1,1,0
10791,24,9,1,0,0,0,0,0,25,1,1,1
10792,30,13,0,1,0,0,1,0,50,1,1,0
10793,67,10,0,2,0,1,1,0,10,1,1,0
10794,24,9,0,1,0,0,0,0,40,1,1,1
10795,43,10,1,0,0,0,0,0,40,1,0,1
10796,29,8,1,0,0,1,0,0,40,1,1,1
10797,40,9,0,2,0,1,0,0,40,1,1,1
10798,61,10,0,2,0,1,0,0,40,1,0,1
10799,45,16,0,2,0,1,1,0,45,1,0,0
10800,21,10,1,3,0,0,0,0,50,1,0,1
10801,58,9,0,2,0,1,1,0,40,1,1,0
10802,52,10,0,2,0,1,0,0,40,1,1,1
10803,34,9,1,4,0,1,0,0,40,1,1,1
10804,20,10,1,5,3,0,1,0,20,1,1,1
10806,46,9,0,2,0,1,0,0,40,1,1,1
10807,54,10,1,3,0,0,0,0,40,1,1,1
10808,43,14,0,2,0,1,0,0,40,1,0,0
10809,25,5,0,2,0,1,0,0,40,0,1,1
10810,21,12,1,3,0,0,0,0,25,1,1,1
10811,65,10,1,3,0,1,1,0,50,1,1,0
10812,37,9,1,3,0,1,0,0,40,1,1,1
10813,29,9,1,3,0,1,1,0,40,1,1,0
10814,44,13,0,2,0,1,0,0,40,1,1,0
10815,37,10,0,2,0,1,1,0,40,1,0,0
10816,38,10,0,1,3,0,0,0,40,1,1,1
10817,35,10,0,2,0,1,1,0,70,1,1,1
10818,32,9,0,2,0,1,0,0,40,1,1,1
10819,44,10,1,0,0,1,0,0,60,1,2,1
10821,23,10,1,5,0,0,0,0,25,1,1,1
10822,25,13,1,3,0,1,0,0,45,1,2,0
10823,23,10,1,4,0,0,0,0,28,1,1,1
10824,47,10,0,2,0,1,0,0,40,1,1,1
10825,47,7,1,3,0,0,0,0,45,1,1,1
10826,25,9,1,3,0,1,0,0,40,1,1,1
10827,35,10,0,2,0,1,0,0,45,1,1,1
10829,50,11,0,2,0,1,1,0,40,1,1,0
10830,47,9,1,0,0,0,0,0,40,1,1,1
10831,35,16,0,2,0,1,0,0,45,1,1,0
10832,24,9,1,3,0,1,0,0,40,1,1,1
10833,21,9,1,4,0,1,1,0,40,1,1,1
10834,35,13,1,3,0,0,0,0,40,1,1,0
10835,30,13,0,1,2,0,0,0,40,0,1,1
10836,17,7,1,4,3,1,0,0,20,1,1,1
10838,27,3,1,3,0,1,0,0,60,0,1,1
10839,22,9,1,4,3,0,0,0,15,1,1,1
10840,22,10,1,4,0,0,0,0,40,1,0,1
10841,50,9,0,2,0,1,0,0,2,1,1,1
10842,51,11,0,2,0,1,0,0,38,1,2,0
10843,27,13,0,2,0,1,0,0,30,1,1,1
10844,27,13,1,3,0,0,0,0,20,1,1,1
10846,20,9,1,3,0,0,0,0,40,1,0,1
10847,42,9,0,2,0,1,0,0,48,1,1,1
10848,32,9,0,2,0,1,1,0,40,1,1,0
10849,45,13,0,2,0,1,0,0,38,1,1,0
10850,35,4,1,0,0,0,0,0,80,1,1,1
10851,22,9,0,4,0,1,0,0,40,1,1,1
10852,34,10,1,0,0,0,0,0,38,1,1,1
10853,28,13,1,3,0,0,0,0,40,1,1,1
10854,38,13,1,0,0,0,0,0,24,1,1,1
10855,48,10,0,2,0,1,0,0,42,1,0,0
10857,34,14,0,2,0,1,0,0,40,0,1,1
10858,25,9,0,1,0,0,0,0,50,1,1,0
10859,23,9,1,3,0,0,0,0,40,1,0,1
10860,38,10,0,2,0,1,0,0,60,1,1,0
10861,43,9,1,0,3,0,0,0,40,1,1,1
10862,49,9,0,2,3,1,0,0,40,1,0,0
10863,23,10,1,3,0,1,0,0,40,1,1,1
10864,57,9,1,3,0,0,0,0,40,1,1,1
10865,24,13,1,4,0,1,0,0,40,1,1,1
10866,44,10,0,2,0,1,0,0,58,1,2,0
10867,34,12,1,3,0,1,0,0,50,1,1,1
10868,29,10,0,2,0,1,0,0,40,1,0,1
10869,29,7,1,0,3,0,0,0,40,1,1,1
10870,35,9,0,2,0,1,0,0,50,1,1,0
10871,48,9,0,2,0,1,0,0,40,1,1,1
10872,38,9,1,3,0,1,0,0,36,1,1,1
10873,42,9,1,0,0,0,0,0,50,1,0,1
10874,53,10,1,0,0,0,0,0,40,1,1,1
10875,29,15,1,3,0,0,0,0,55,1,1,1
10876,59,13,0,2,0,1,0,0,72,1,1,1
10877,31,9,1,0,0,1,0,0,40,1,1,1
10878,34,9,0,2,0,1,0,0,40,1,1,1
10879,51,13,1,3,0,1,0,1,50,1,1,0
10880,25,9,1,4,0,1,1,0,40,1,1,1
10882,30,9,0,2,0,1,0,1,40,1,1,0
10883,46,9,1,3,0,0,0,0,48,1,1,1
10884,45,9,1,0,3,0,0,0,40,1,1,1
10885,23,10,1,5,3,0,0,0,40,1,1,1
10886,33,12,1,3,0,0,0,0,42,1,1,1
10887,44,13,0,1,0,0,0,0,20,1,1,0
10888,25,9,1,4,0,1,0,0,40,0,1,1
10889,48,10,1,4,0,1,0,0,40,1,0,1
10890,23,9,1,3,0,0,0,0,40,1,1,1
10891,33,11,0,1,0,0,1,0,50,1,2,0
10892,20,10,0,5,0,0,0,0,30,1,1,1
10893,23,13,1,3,0,0,0,0,40,1,1,1
10894,71,9,1,3,0,0,0,0,40,1,1,1
10895,22,13,1,3,0,0,0,0,40,1,0,1
10896,36,13,0,2,0,1,1,0,50,1,1,0
10897,27,7,1,5,0,1,0,0,60,1,1,1
10898,40,9,1,3,0,0,0,0,35,1,1,1
10899,30,10,1,0,0,1,0,0,50,1,1,1
10900,30,11,0,2,0,1,0,0,40,1,0,1
10901,30,10,0,2,0,1,0,0,40,1,1,1
10902,35,13,0,2,0,1,1,0,40,1,1,1
10903,39,9,1,0,3,0,0,0,40,1,1,1
10904,39,9,0,2,0,1,0,0,50,1,0,1
10905,74,3,0,2,3,1,0,0,40,1,1,1
10906,32,10,0,2,0,1,1,0,50,1,2,0
10907,25,9,0,2,3,1,0,0,40,1,1,1
10908,64,10,1,0,0,0,0,0,40,1,1,1
10909,47,9,0,2,0,1,1,0,40,1,2,0
10910,37,13,0,1,0,0,0,0,37,1,1,0
10911,47,9,0,2,0,1,0,0,40,1,1,0
10912,33,9,0,2,0,1,0,0,40,1,1,0
10913,40,11,1,0,0,0,0,0,40,1,1,0
10914,22,9,1,3,3,1,0,0,80,1,1,1
10915,56,9,0,2,0,1,0,0,40,1,1,1
10916,37,9,1,4,0,0,0,0,55,1,1,1
10917,30,10,0,2,0,1,0,0,70,1,2,1
10918,20,8,1,3,0,0,0,0,35,0,1,1
10919,53,14,0,2,0,1,1,0,38,1,0,0
10920,43,13,0,2,0,1,0,0,48,1,1,0
10921,23,9,0,2,0,1,0,0,40,1,1,1
10922,43,9,0,2,0,1,0,0,30,1,2,1
10923,30,9,1,4,0,1,0,0,40,1,1,1
10924,20,10,1,4,0,0,0,0,46,1,1,1
